CISP,Month,Year,Year month,Attempted murder,Rape,Missing people,Homicides,Thefts,Kidnapping,Area,Crimes
39,3,2013,2013-03-01,9,2,8,16,369,0,Pavuna,404
39,4,2013,2013-04-01,8,2,9,24,377,0,Pavuna,420
39,5,2013,2013-05-01,15,2,5,13,316,0,Pavuna,351
39,6,2013,2013-06-01,2,4,5,14,374,0,Pavuna,399
39,7,2013,2013-07-01,1,4,3,9,348,0,Pavuna,365
39,8,2013,2013-08-01,0,3,2,9,394,0,Pavuna,408
39,9,2013,2013-09-01,2,7,4,18,380,0,Pavuna,411
39,10,2013,2013-10-01,4,2,13,7,475,0,Pavuna,501
39,11,2013,2013-11-01,3,5,3,12,427,0,Pavuna,450
39,12,2013,2013-12-01,3,4,7,5,516,0,Pavuna,535
39,1,2014,2014-01-01,2,6,4,17,463,0,Pavuna,492
39,2,2014,2014-02-01,2,3,7,17,415,0,Pavuna,444
39,3,2014,2014-03-01,7,2,6,8,452,0,Pavuna,475
39,4,2014,2014-04-01,8,8,10,10,431,0,Pavuna,467
39,5,2014,2014-05-01,4,1,5,14,434,0,Pavuna,458
39,6,2014,2014-06-01,9,3,8,16,433,0,Pavuna,469
39,7,2014,2014-07-01,1,3,3,15,428,0,Pavuna,450
39,8,2014,2014-08-01,0,5,9,12,376,1,Pavuna,403
39,9,2014,2014-09-01,5,4,2,5,457,0,Pavuna,473
39,10,2014,2014-10-01,3,4,5,17,462,0,Pavuna,491
39,11,2014,2014-11-01,5,4,15,11,430,0,Pavuna,465
39,12,2014,2014-12-01,3,2,7,13,464,0,Pavuna,489
39,1,2015,2015-01-01,10,7,10,11,520,0,Pavuna,558
39,2,2015,2015-02-01,3,1,7,11,397,1,Pavuna,420
39,3,2015,2015-03-01,5,0,10,11,469,0,Pavuna,495
39,4,2015,2015-04-01,8,3,8,11,428,1,Pavuna,459
39,5,2015,2015-05-01,4,3,11,22,462,0,Pavuna,502
39,6,2015,2015-06-01,4,3,6,14,479,0,Pavuna,506
39,7,2015,2015-07-01,7,7,7,16,476,0,Pavuna,513
39,8,2015,2015-08-01,4,5,14,9,521,0,Pavuna,553
39,9,2015,2015-09-01,6,4,13,17,541,2,Pavuna,583
39,10,2015,2015-10-01,1,2,8,18,465,0,Pavuna,494
39,11,2015,2015-11-01,1,1,15,13,480,0,Pavuna,510
39,12,2015,2015-12-01,1,2,9,10,472,0,Pavuna,494
39,1,2016,2016-01-01,0,4,12,16,435,0,Pavuna,467
39,2,2016,2016-02-01,5,2,4,17,470,0,Pavuna,498
39,3,2016,2016-03-01,6,5,4,14,497,0,Pavuna,526
39,4,2016,2016-04-01,6,2,14,11,475,0,Pavuna,508
39,5,2016,2016-05-01,5,3,16,10,554,0,Pavuna,588
39,6,2016,2016-06-01,14,3,7,21,594,0,Pavuna,639
39,7,2016,2016-07-01,4,5,7,23,495,0,Pavuna,534
39,8,2016,2016-08-01,4,5,5,16,538,0,Pavuna,568
39,9,2016,2016-09-01,4,1,7,28,561,0,Pavuna,601
39,10,2016,2016-10-01,6,1,6,19,599,3,Pavuna,634
39,11,2016,2016-11-01,14,1,16,19,599,0,Pavuna,649
39,12,2016,2016-12-01,2,3,8,21,620,0,Pavuna,654
39,1,2017,2017-01-01,8,6,7,31,406,0,Pavuna,458
39,2,2017,2017-02-01,3,4,3,13,237,0,Pavuna,260
39,3,2017,2017-03-01,5,5,2,24,603,0,Pavuna,639
39,4,2017,2017-04-01,4,2,6,12,735,2,Pavuna,761
39,5,2017,2017-05-01,2,6,8,18,685,0,Pavuna,719
39,6,2017,2017-06-01,4,5,5,37,623,0,Pavuna,674
39,7,2017,2017-07-01,5,5,5,14,603,0,Pavuna,632
39,8,2017,2017-08-01,9,3,9,9,567,0,Pavuna,597
39,9,2017,2017-09-01,6,7,8,16,671,0,Pavuna,708
39,10,2017,2017-10-01,2,4,5,14,598,0,Pavuna,623
39,11,2017,2017-11-01,6,1,4,12,586,0,Pavuna,609
39,12,2017,2017-12-01,1,2,3,9,606,0,Pavuna,621
39,1,2018,2018-01-01,10,3,4,19,708,0,Pavuna,744
39,2,2018,2018-02-01,15,6,3,20,634,0,Pavuna,678
39,3,2018,2018-03-01,2,2,9,14,906,0,Pavuna,933
39,4,2018,2018-04-01,0,5,7,12,639,0,Pavuna,663
39,5,2018,2018-05-01,2,4,5,15,631,0,Pavuna,657
39,6,2018,2018-06-01,6,6,5,11,659,0,Pavuna,687
39,7,2018,2018-07-01,1,7,6,10,432,0,Pavuna,456
39,8,2018,2018-08-01,0,2,8,13,614,0,Pavuna,637
39,9,2018,2018-09-01,6,5,5,13,553,0,Pavuna,582
39,10,2018,2018-10-01,5,2,7,18,804,0,Pavuna,836
39,11,2018,2018-11-01,6,3,5,10,638,1,Pavuna,663
39,12,2018,2018-12-01,4,6,5,13,453,0,Pavuna,481
40,1,2003,2003-01-01,9,3,4,13,215,0,Honório Gurgel,244
40,2,2003,2003-02-01,7,0,3,14,204,0,Honório Gurgel,228
40,3,2003,2003-03-01,1,1,2,8,199,0,Honório Gurgel,211
40,4,2003,2003-04-01,3,0,8,11,240,0,Honório Gurgel,262
40,5,2003,2003-05-01,5,2,6,15,200,0,Honório Gurgel,228
40,6,2003,2003-06-01,5,2,4,13,230,0,Honório Gurgel,254
40,7,2003,2003-07-01,0,1,3,11,214,0,Honório Gurgel,229
40,8,2003,2003-08-01,0,2,3,9,209,0,Honório Gurgel,223
40,9,2003,2003-09-01,2,1,5,7,253,0,Honório Gurgel,268
40,10,2003,2003-10-01,0,2,1,10,202,0,Honório Gurgel,215
40,11,2003,2003-11-01,2,1,6,5,187,0,Honório Gurgel,201
40,12,2003,2003-12-01,4,1,4,14,254,0,Honório Gurgel,277
40,1,2004,2004-01-01,7,2,11,8,262,0,Honório Gurgel,290
40,2,2004,2004-02-01,6,3,4,11,205,0,Honório Gurgel,229
40,3,2004,2004-03-01,0,0,3,9,202,0,Honório Gurgel,214
40,4,2004,2004-04-01,0,0,4,11,219,0,Honório Gurgel,234
40,5,2004,2004-05-01,5,1,4,4,216,0,Honório Gurgel,230
40,6,2004,2004-06-01,2,0,7,10,177,0,Honório Gurgel,196
40,7,2004,2004-07-01,3,0,2,9,198,0,Honório Gurgel,212
40,8,2004,2004-08-01,0,0,1,7,205,0,Honório Gurgel,213
40,9,2004,2004-09-01,1,2,5,5,213,0,Honório Gurgel,226
40,10,2004,2004-10-01,2,3,1,7,209,0,Honório Gurgel,222
40,11,2004,2004-11-01,1,1,2,15,219,0,Honório Gurgel,238
40,12,2004,2004-12-01,5,0,1,6,203,0,Honório Gurgel,215
40,1,2005,2005-01-01,0,5,2,5,190,0,Honório Gurgel,202
40,2,2005,2005-02-01,1,0,0,8,146,0,Honório Gurgel,155
40,3,2005,2005-03-01,1,0,2,9,268,0,Honório Gurgel,280
40,4,2005,2005-04-01,1,6,4,17,240,0,Honório Gurgel,268
40,5,2005,2005-05-01,2,1,2,15,237,0,Honório Gurgel,257
40,6,2005,2005-06-01,1,0,0,9,228,0,Honório Gurgel,238
40,7,2005,2005-07-01,2,0,2,7,240,0,Honório Gurgel,251
40,8,2005,2005-08-01,3,3,5,5,226,0,Honório Gurgel,242
40,9,2005,2005-09-01,2,4,2,7,208,0,Honório Gurgel,223
40,10,2005,2005-10-01,3,3,5,8,219,0,Honório Gurgel,238
40,11,2005,2005-11-01,2,1,4,8,244,0,Honório Gurgel,259
40,12,2005,2005-12-01,2,4,4,3,212,0,Honório Gurgel,225
40,1,2006,2006-01-01,1,0,5,5,211,0,Honório Gurgel,222
40,2,2006,2006-02-01,2,1,3,9,201,0,Honório Gurgel,216
40,3,2006,2006-03-01,2,2,3,15,193,0,Honório Gurgel,215
40,4,2006,2006-04-01,0,2,5,8,219,0,Honório Gurgel,234
40,5,2006,2006-05-01,0,0,3,8,229,0,Honório Gurgel,240
40,6,2006,2006-06-01,0,1,2,11,220,0,Honório Gurgel,234
40,7,2006,2006-07-01,2,1,3,6,222,1,Honório Gurgel,235
40,8,2006,2006-08-01,4,3,1,10,244,0,Honório Gurgel,262
40,9,2006,2006-09-01,0,1,6,8,224,0,Honório Gurgel,239
40,10,2006,2006-10-01,2,2,9,10,285,0,Honório Gurgel,308
40,11,2006,2006-11-01,0,3,5,4,312,1,Honório Gurgel,325
40,12,2006,2006-12-01,0,2,0,13,316,0,Honório Gurgel,331
40,1,2007,2007-01-01,1,0,3,7,250,0,Honório Gurgel,261
40,2,2007,2007-02-01,2,0,2,5,270,0,Honório Gurgel,279
40,3,2007,2007-03-01,0,0,2,9,333,0,Honório Gurgel,344
40,4,2007,2007-04-01,1,3,1,11,271,0,Honório Gurgel,287
40,5,2007,2007-05-01,6,2,4,8,292,0,Honório Gurgel,312
40,6,2007,2007-06-01,6,1,4,5,298,0,Honório Gurgel,314
40,7,2007,2007-07-01,0,1,5,7,245,0,Honório Gurgel,258
40,8,2007,2007-08-01,2,5,7,5,264,0,Honório Gurgel,283
40,9,2007,2007-09-01,6,4,1,18,282,0,Honório Gurgel,311
40,10,2007,2007-10-01,4,2,1,13,277,0,Honório Gurgel,297
40,11,2007,2007-11-01,3,2,0,9,287,0,Honório Gurgel,301
40,12,2007,2007-12-01,5,1,0,13,304,0,Honório Gurgel,323
40,1,2008,2008-01-01,5,2,0,8,287,0,Honório Gurgel,302
40,2,2008,2008-02-01,4,1,1,8,242,0,Honório Gurgel,256
40,3,2008,2008-03-01,6,1,1,9,261,0,Honório Gurgel,278
40,4,2008,2008-04-01,7,0,7,11,273,0,Honório Gurgel,298
40,5,2008,2008-05-01,8,3,0,12,260,0,Honório Gurgel,283
40,6,2008,2008-06-01,0,0,1,3,249,0,Honório Gurgel,253
40,7,2008,2008-07-01,3,2,5,7,239,0,Honório Gurgel,256
40,8,2008,2008-08-01,5,0,8,12,270,0,Honório Gurgel,295
40,9,2008,2008-09-01,5,0,7,6,299,0,Honório Gurgel,317
40,10,2008,2008-10-01,3,5,3,0,350,0,Honório Gurgel,361
40,11,2008,2008-11-01,4,2,10,9,349,1,Honório Gurgel,375
40,12,2008,2008-12-01,2,1,4,7,321,0,Honório Gurgel,335
40,1,2009,2009-01-01,2,4,3,3,321,0,Honório Gurgel,333
40,2,2009,2009-02-01,2,0,6,3,299,0,Honório Gurgel,310
40,3,2009,2009-03-01,0,3,8,9,362,0,Honório Gurgel,382
40,4,2009,2009-04-01,3,2,5,13,334,0,Honório Gurgel,357
40,5,2009,2009-05-01,4,4,2,11,311,0,Honório Gurgel,332
40,6,2009,2009-06-01,5,2,6,5,340,0,Honório Gurgel,358
40,7,2009,2009-07-01,11,0,3,10,272,0,Honório Gurgel,296
40,8,2009,2009-08-01,2,1,5,2,250,0,Honório Gurgel,260
40,9,2009,2009-09-01,3,0,2,4,257,0,Honório Gurgel,266
40,10,2009,2009-10-01,6,3,2,6,287,0,Honório Gurgel,304
40,11,2009,2009-11-01,7,0,4,7,229,0,Honório Gurgel,247
40,12,2009,2009-12-01,5,1,3,5,260,0,Honório Gurgel,274
40,1,2010,2010-01-01,0,0,3,9,250,1,Honório Gurgel,263
40,2,2010,2010-02-01,4,4,2,1,259,0,Honório Gurgel,270
40,3,2010,2010-03-01,10,1,6,9,273,0,Honório Gurgel,299
40,4,2010,2010-04-01,3,1,0,11,245,0,Honório Gurgel,260
40,5,2010,2010-05-01,3,2,1,10,219,0,Honório Gurgel,235
40,6,2010,2010-06-01,0,3,1,3,227,0,Honório Gurgel,234
40,7,2010,2010-07-01,0,1,1,6,232,0,Honório Gurgel,240
40,8,2010,2010-08-01,4,3,0,4,233,0,Honório Gurgel,244
40,9,2010,2010-09-01,1,3,2,6,208,0,Honório Gurgel,220
40,10,2010,2010-10-01,0,0,6,1,200,0,Honório Gurgel,207
40,11,2010,2010-11-01,5,3,1,11,217,0,Honório Gurgel,237
40,12,2010,2010-12-01,9,3,3,11,247,0,Honório Gurgel,273
40,1,2011,2011-01-01,7,2,4,5,253,0,Honório Gurgel,271
40,2,2011,2011-02-01,2,2,4,3,233,0,Honório Gurgel,244
40,3,2011,2011-03-01,9,0,3,9,224,0,Honório Gurgel,245
40,4,2011,2011-04-01,1,1,1,3,255,0,Honório Gurgel,261
40,5,2011,2011-05-01,3,1,6,9,256,0,Honório Gurgel,275
40,6,2011,2011-06-01,0,2,1,2,225,0,Honório Gurgel,230
40,7,2011,2011-07-01,3,2,2,4,250,0,Honório Gurgel,261
40,8,2011,2011-08-01,11,3,4,9,231,0,Honório Gurgel,258
40,9,2011,2011-09-01,0,1,3,11,224,0,Honório Gurgel,239
40,10,2011,2011-10-01,3,1,2,7,226,0,Honório Gurgel,239
40,11,2011,2011-11-01,2,6,1,1,237,0,Honório Gurgel,247
40,12,2011,2011-12-01,11,3,1,7,245,0,Honório Gurgel,267
40,1,2012,2012-01-01,5,1,1,7,218,0,Honório Gurgel,232
40,2,2012,2012-02-01,8,6,3,2,256,0,Honório Gurgel,275
40,3,2012,2012-03-01,9,10,3,4,268,0,Honório Gurgel,294
40,4,2012,2012-04-01,6,0,2,4,231,0,Honório Gurgel,243
40,5,2012,2012-05-01,7,1,2,3,310,1,Honório Gurgel,324
40,6,2012,2012-06-01,5,4,2,2,245,0,Honório Gurgel,258
40,7,2012,2012-07-01,5,5,3,9,240,0,Honório Gurgel,262
40,8,2012,2012-08-01,3,5,5,7,249,0,Honório Gurgel,269
40,9,2012,2012-09-01,3,3,3,7,194,0,Honório Gurgel,210
40,10,2012,2012-10-01,6,3,2,6,226,0,Honório Gurgel,243
40,11,2012,2012-11-01,3,2,1,3,215,0,Honório Gurgel,224
40,12,2012,2012-12-01,10,0,2,15,185,0,Honório Gurgel,212
40,1,2013,2013-01-01,4,3,2,3,239,0,Honório Gurgel,251
40,2,2013,2013-02-01,9,0,4,5,257,1,Honório Gurgel,276
40,3,2013,2013-03-01,3,2,2,9,255,0,Honório Gurgel,271
40,4,2013,2013-04-01,3,4,2,6,249,0,Honório Gurgel,264
40,5,2013,2013-05-01,1,2,4,6,287,0,Honório Gurgel,300
40,6,2013,2013-06-01,1,2,4,4,266,0,Honório Gurgel,277
40,7,2013,2013-07-01,2,2,1,13,289,0,Honório Gurgel,307
40,8,2013,2013-08-01,4,0,2,3,315,0,Honório Gurgel,324
40,9,2013,2013-09-01,12,1,0,7,317,2,Honório Gurgel,339
40,10,2013,2013-10-01,4,1,2,3,297,0,Honório Gurgel,307
40,11,2013,2013-11-01,3,3,4,7,286,0,Honório Gurgel,303
40,12,2013,2013-12-01,6,2,4,5,330,1,Honório Gurgel,348
40,1,2014,2014-01-01,3,4,4,2,300,0,Honório Gurgel,313
40,2,2014,2014-02-01,2,10,6,6,328,3,Honório Gurgel,355
40,3,2014,2014-03-01,4,4,5,4,394,0,Honório Gurgel,411
40,4,2014,2014-04-01,5,4,3,6,405,0,Honório Gurgel,423
40,5,2014,2014-05-01,1,3,4,7,337,0,Honório Gurgel,352
40,6,2014,2014-06-01,0,6,3,3,378,0,Honório Gurgel,390
40,7,2014,2014-07-01,3,3,6,3,345,0,Honório Gurgel,360
40,8,2014,2014-08-01,1,2,4,1,353,0,Honório Gurgel,361
40,9,2014,2014-09-01,9,2,5,3,329,0,Honório Gurgel,348
40,10,2014,2014-10-01,6,3,6,6,325,0,Honório Gurgel,346
40,11,2014,2014-11-01,4,0,11,7,320,0,Honório Gurgel,342
40,12,2014,2014-12-01,12,4,5,4,378,0,Honório Gurgel,403
40,1,2015,2015-01-01,4,1,7,9,393,0,Honório Gurgel,414
40,2,2015,2015-02-01,0,0,5,10,391,0,Honório Gurgel,406
40,3,2015,2015-03-01,1,3,6,6,384,0,Honório Gurgel,400
40,4,2015,2015-04-01,12,3,6,6,377,0,Honório Gurgel,404
40,5,2015,2015-05-01,4,2,6,9,392,0,Honório Gurgel,413
40,6,2015,2015-06-01,0,5,10,6,339,0,Honório Gurgel,360
40,7,2015,2015-07-01,16,3,5,1,395,1,Honório Gurgel,421
40,8,2015,2015-08-01,10,5,6,2,353,1,Honório Gurgel,377
40,9,2015,2015-09-01,16,4,2,4,339,0,Honório Gurgel,365
40,10,2015,2015-10-01,8,5,4,2,428,0,Honório Gurgel,447
40,11,2015,2015-11-01,2,3,8,2,395,0,Honório Gurgel,410
40,12,2015,2015-12-01,5,2,9,6,394,0,Honório Gurgel,416
40,1,2016,2016-01-01,11,7,8,9,386,0,Honório Gurgel,421
40,2,2016,2016-02-01,4,0,11,1,488,0,Honório Gurgel,504
40,3,2016,2016-03-01,1,2,9,4,556,0,Honório Gurgel,572
40,4,2016,2016-04-01,3,1,6,6,431,0,Honório Gurgel,447
40,5,2016,2016-05-01,4,4,4,7,492,0,Honório Gurgel,511
40,6,2016,2016-06-01,1,1,5,2,535,0,Honório Gurgel,544
40,7,2016,2016-07-01,1,1,9,7,495,0,Honório Gurgel,513
40,8,2016,2016-08-01,4,9,3,5,446,0,Honório Gurgel,467
40,9,2016,2016-09-01,0,1,4,5,488,1,Honório Gurgel,499
40,10,2016,2016-10-01,2,1,3,3,590,0,Honório Gurgel,599
40,11,2016,2016-11-01,3,0,7,4,604,0,Honório Gurgel,618
40,12,2016,2016-12-01,0,2,4,6,637,0,Honório Gurgel,649
40,1,2017,2017-01-01,9,4,4,5,469,2,Honório Gurgel,493
40,2,2017,2017-02-01,4,3,3,9,356,0,Honório Gurgel,375
40,3,2017,2017-03-01,2,1,3,14,792,0,Honório Gurgel,812
40,4,2017,2017-04-01,11,0,1,6,618,0,Honório Gurgel,636
40,5,2017,2017-05-01,8,1,2,4,856,0,Honório Gurgel,871
40,6,2017,2017-06-01,2,0,7,8,735,0,Honório Gurgel,752
40,7,2017,2017-07-01,8,4,5,7,677,0,Honório Gurgel,701
40,8,2017,2017-08-01,9,3,3,7,608,0,Honório Gurgel,630
40,9,2017,2017-09-01,8,0,5,6,620,0,Honório Gurgel,639
40,10,2017,2017-10-01,0,1,11,4,630,0,Honório Gurgel,646
40,11,2017,2017-11-01,16,3,1,6,565,0,Honório Gurgel,591
40,12,2017,2017-12-01,10,2,5,5,464,0,Honório Gurgel,486
40,1,2018,2018-01-01,10,0,2,5,579,0,Honório Gurgel,596
40,2,2018,2018-02-01,6,1,0,5,467,0,Honório Gurgel,479
40,3,2018,2018-03-01,9,0,2,6,538,0,Honório Gurgel,555
40,4,2018,2018-04-01,2,5,3,10,408,0,Honório Gurgel,428
40,5,2018,2018-05-01,5,2,2,11,394,0,Honório Gurgel,414
40,6,2018,2018-06-01,1,4,2,8,405,0,Honório Gurgel,420
40,7,2018,2018-07-01,3,2,2,5,349,0,Honório Gurgel,361
40,8,2018,2018-08-01,0,5,8,13,361,0,Honório Gurgel,387
40,9,2018,2018-09-01,3,0,3,8,418,0,Honório Gurgel,432
40,10,2018,2018-10-01,5,3,3,4,442,0,Honório Gurgel,457
40,11,2018,2018-11-01,8,2,5,4,365,0,Honório Gurgel,384
40,12,2018,2018-12-01,0,0,2,5,407,0,Honório Gurgel,414
41,1,2003,2003-01-01,4,3,7,7,250,0,Tanque,271
41,2,2003,2003-02-01,2,2,1,3,294,0,Tanque,302
41,3,2003,2003-03-01,0,1,7,6,291,0,Tanque,305
41,4,2003,2003-04-01,1,1,5,9,263,0,Tanque,279
41,5,2003,2003-05-01,1,1,2,3,232,0,Tanque,239
41,6,2003,2003-06-01,2,1,5,6,213,0,Tanque,227
41,7,2003,2003-07-01,1,0,2,3,239,0,Tanque,245
41,8,2003,2003-08-01,2,0,1,5,239,0,Tanque,247
41,9,2003,2003-09-01,4,1,7,5,256,0,Tanque,273
41,10,2003,2003-10-01,1,0,3,2,264,0,Tanque,270
41,11,2003,2003-11-01,1,2,3,5,269,0,Tanque,280
41,12,2003,2003-12-01,0,0,3,4,251,0,Tanque,258
41,1,2004,2004-01-01,1,2,4,11,274,0,Tanque,292
41,2,2004,2004-02-01,3,2,2,7,254,0,Tanque,268
41,3,2004,2004-03-01,1,2,2,5,352,0,Tanque,362
41,4,2004,2004-04-01,0,3,4,6,260,0,Tanque,273
41,5,2004,2004-05-01,3,3,5,5,254,0,Tanque,270
41,6,2004,2004-06-01,2,2,3,3,266,0,Tanque,276
41,7,2004,2004-07-01,1,1,2,11,246,0,Tanque,261
41,8,2004,2004-08-01,0,1,2,3,242,0,Tanque,248
41,9,2004,2004-09-01,2,1,4,12,265,0,Tanque,284
41,10,2004,2004-10-01,2,0,5,1,276,0,Tanque,284
41,11,2004,2004-11-01,2,1,4,8,253,0,Tanque,268
41,12,2004,2004-12-01,1,5,4,8,255,0,Tanque,273
41,1,2005,2005-01-01,7,2,8,12,238,0,Tanque,267
41,2,2005,2005-02-01,2,0,2,8,233,0,Tanque,245
41,3,2005,2005-03-01,1,1,4,6,262,0,Tanque,274
41,4,2005,2005-04-01,5,0,3,9,266,0,Tanque,283
41,5,2005,2005-05-01,3,2,6,13,309,2,Tanque,335
41,6,2005,2005-06-01,1,0,2,4,258,0,Tanque,265
41,7,2005,2005-07-01,0,4,3,6,255,12,Tanque,280
41,8,2005,2005-08-01,4,1,2,5,260,0,Tanque,272
41,9,2005,2005-09-01,0,2,3,6,174,0,Tanque,185
41,10,2005,2005-10-01,4,4,12,6,225,0,Tanque,251
41,11,2005,2005-11-01,1,5,2,6,252,0,Tanque,266
41,12,2005,2005-12-01,2,2,1,3,220,0,Tanque,228
41,1,2006,2006-01-01,1,2,4,4,226,0,Tanque,237
41,2,2006,2006-02-01,2,2,1,12,262,0,Tanque,279
41,3,2006,2006-03-01,0,4,2,8,329,1,Tanque,344
41,4,2006,2006-04-01,3,0,7,7,274,0,Tanque,291
41,5,2006,2006-05-01,0,5,0,3,295,0,Tanque,303
41,6,2006,2006-06-01,1,5,1,8,268,0,Tanque,283
41,7,2006,2006-07-01,0,4,2,4,266,0,Tanque,276
41,8,2006,2006-08-01,1,2,2,4,287,5,Tanque,301
41,9,2006,2006-09-01,2,3,2,3,247,1,Tanque,258
41,10,2006,2006-10-01,3,1,4,6,285,0,Tanque,299
41,11,2006,2006-11-01,2,1,0,5,279,0,Tanque,287
41,12,2006,2006-12-01,6,4,1,1,222,0,Tanque,234
41,1,2007,2007-01-01,0,3,3,6,257,0,Tanque,269
41,2,2007,2007-02-01,0,2,2,2,260,0,Tanque,266
41,3,2007,2007-03-01,1,1,3,6,327,0,Tanque,338
41,4,2007,2007-04-01,0,2,2,0,293,0,Tanque,297
41,5,2007,2007-05-01,2,0,5,4,355,0,Tanque,366
41,6,2007,2007-06-01,0,1,1,4,300,0,Tanque,306
41,7,2007,2007-07-01,2,2,3,6,284,0,Tanque,297
41,8,2007,2007-08-01,4,6,2,8,339,0,Tanque,359
41,9,2007,2007-09-01,0,1,2,5,345,0,Tanque,353
41,10,2007,2007-10-01,2,1,2,7,343,0,Tanque,355
41,11,2007,2007-11-01,1,1,5,2,337,0,Tanque,346
41,12,2007,2007-12-01,1,1,6,2,318,0,Tanque,328
41,1,2008,2008-01-01,0,0,5,5,337,1,Tanque,348
41,2,2008,2008-02-01,1,0,3,4,342,0,Tanque,350
41,3,2008,2008-03-01,1,1,1,4,362,0,Tanque,369
41,4,2008,2008-04-01,0,6,7,2,305,0,Tanque,320
41,5,2008,2008-05-01,0,0,3,2,301,0,Tanque,306
41,6,2008,2008-06-01,0,2,7,2,369,0,Tanque,380
41,7,2008,2008-07-01,2,3,6,0,409,0,Tanque,420
41,8,2008,2008-08-01,2,0,5,3,332,0,Tanque,342
41,9,2008,2008-09-01,3,4,4,2,396,0,Tanque,409
41,10,2008,2008-10-01,2,3,4,1,356,0,Tanque,366
41,11,2008,2008-11-01,0,5,4,3,324,0,Tanque,336
41,12,2008,2008-12-01,1,4,3,6,358,0,Tanque,372
41,1,2009,2009-01-01,1,4,3,4,348,3,Tanque,363
41,2,2009,2009-02-01,5,1,6,3,339,0,Tanque,354
41,3,2009,2009-03-01,0,2,3,1,391,0,Tanque,397
41,4,2009,2009-04-01,0,4,1,0,344,0,Tanque,349
41,5,2009,2009-05-01,1,3,2,3,393,1,Tanque,403
41,6,2009,2009-06-01,1,2,0,5,315,0,Tanque,323
41,7,2009,2009-07-01,5,7,4,1,364,0,Tanque,381
41,8,2009,2009-08-01,2,0,2,2,296,1,Tanque,303
41,9,2009,2009-09-01,6,3,0,3,312,1,Tanque,325
41,10,2009,2009-10-01,2,1,3,2,275,0,Tanque,283
41,11,2009,2009-11-01,0,0,4,3,316,0,Tanque,323
41,12,2009,2009-12-01,2,2,2,4,286,0,Tanque,296
41,1,2010,2010-01-01,0,1,8,2,255,0,Tanque,266
41,2,2010,2010-02-01,0,5,6,1,245,0,Tanque,257
41,3,2010,2010-03-01,2,0,3,3,287,0,Tanque,295
41,4,2010,2010-04-01,5,2,1,0,254,0,Tanque,262
41,5,2010,2010-05-01,1,7,1,6,269,1,Tanque,285
41,6,2010,2010-06-01,0,1,4,1,295,0,Tanque,301
41,7,2010,2010-07-01,0,3,3,3,270,0,Tanque,279
41,8,2010,2010-08-01,3,5,3,2,258,0,Tanque,271
41,9,2010,2010-09-01,7,13,4,7,194,0,Tanque,225
41,10,2010,2010-10-01,7,2,0,2,260,0,Tanque,271
41,11,2010,2010-11-01,0,3,4,3,210,0,Tanque,220
41,12,2010,2010-12-01,3,3,5,2,253,0,Tanque,266
41,1,2011,2011-01-01,6,3,7,5,207,0,Tanque,228
41,2,2011,2011-02-01,2,1,3,1,207,0,Tanque,214
41,3,2011,2011-03-01,0,1,6,0,242,0,Tanque,249
41,4,2011,2011-04-01,2,4,3,2,210,0,Tanque,221
41,5,2011,2011-05-01,1,7,8,0,235,0,Tanque,251
41,6,2011,2011-06-01,0,4,6,1,183,0,Tanque,194
41,7,2011,2011-07-01,0,4,2,1,185,0,Tanque,192
41,8,2011,2011-08-01,3,1,1,6,191,0,Tanque,202
41,9,2011,2011-09-01,1,8,2,2,179,2,Tanque,194
41,10,2011,2011-10-01,0,3,5,2,174,0,Tanque,184
41,11,2011,2011-11-01,2,0,0,4,158,0,Tanque,164
41,12,2011,2011-12-01,4,6,1,3,219,0,Tanque,233
41,1,2012,2012-01-01,1,3,8,3,208,0,Tanque,223
41,2,2012,2012-02-01,2,1,4,3,188,0,Tanque,198
41,3,2012,2012-03-01,1,5,2,3,206,0,Tanque,217
41,4,2012,2012-04-01,3,4,7,4,184,0,Tanque,202
41,5,2012,2012-05-01,1,4,4,0,203,0,Tanque,212
41,6,2012,2012-06-01,1,2,2,0,206,0,Tanque,211
41,7,2012,2012-07-01,0,1,2,0,200,0,Tanque,203
41,8,2012,2012-08-01,0,1,4,2,172,0,Tanque,179
41,9,2012,2012-09-01,2,4,5,6,151,0,Tanque,168
41,10,2012,2012-10-01,1,8,2,0,202,0,Tanque,213
41,11,2012,2012-11-01,3,1,10,1,187,0,Tanque,202
41,12,2012,2012-12-01,0,2,3,3,182,0,Tanque,190
41,1,2013,2013-01-01,2,1,1,0,179,0,Tanque,183
41,2,2013,2013-02-01,1,4,2,1,192,0,Tanque,200
41,3,2013,2013-03-01,2,3,3,2,197,0,Tanque,207
41,4,2013,2013-04-01,2,5,7,3,175,0,Tanque,192
41,5,2013,2013-05-01,5,3,3,0,234,0,Tanque,245
41,6,2013,2013-06-01,1,0,0,3,222,0,Tanque,226
41,7,2013,2013-07-01,1,1,0,3,228,0,Tanque,233
41,8,2013,2013-08-01,2,4,4,1,217,0,Tanque,228
41,9,2013,2013-09-01,7,1,1,3,179,0,Tanque,191
41,10,2013,2013-10-01,3,1,4,5,202,0,Tanque,215
41,11,2013,2013-11-01,12,0,1,4,177,1,Tanque,195
41,12,2013,2013-12-01,6,3,3,5,213,0,Tanque,230
41,1,2014,2014-01-01,3,2,2,2,220,1,Tanque,230
41,2,2014,2014-02-01,2,7,3,4,209,0,Tanque,225
41,3,2014,2014-03-01,0,8,0,1,244,0,Tanque,253
